movie_id,Action & Adventure,Anime Features,Children & Family Movies,Classic Movies,Comedies,Cult Movies,Documentaries,Dramas,Faith & Spirituality,Horror Movies,Independent Movies,International Movies,LGBTQ Movies,Music & Musicals,Romantic Movies,Sci-Fi & Fantasy,Sports Movies,Stand-Up Comedy,Thrillers,Movies
1117,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1118,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1119,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1120,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1121,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1122,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
1123,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1124,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,True
1125,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1126,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
1127,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
1128,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1129,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True
1130,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1131,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1132,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1133,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1134,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1135,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1136,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1137,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1138,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1139,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1140,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1141,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1142,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1143,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True
1144,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
1145,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1146,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1147,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1148,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1149,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True
1150,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1151,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1152,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1153,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
1154,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1155,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
1156,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1157,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1158,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1159,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1160,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
1161,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True
1162,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1163,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1164,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
1165,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1166,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1167,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1168,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1169,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1170,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1171,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1172,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1173,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
1174,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1175,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1176,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1177,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1178,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1179,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1180,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1181,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True
1182,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1183,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1184,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
1185,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
1186,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True
1187,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1188,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1189,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
1190,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1191,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1192,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1193,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1194,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
1195,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1196,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1197,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1198,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1199,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1200,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1201,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1202,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1203,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1204,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1205,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
1206,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
1207,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1208,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1209,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1210,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
1211,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
1212,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1213,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1214,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1215,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True
1216,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1217,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1218,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1219,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1220,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1221,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1222,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1223,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1224,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1225,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
1226,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1227,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1228,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
1229,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1230,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1231,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1232,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1233,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True
1234,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1235,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
1236,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1237,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1238,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True
1239,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1240,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1241,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1242,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1243,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1244,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1245,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1246,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True
1247,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1248,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1249,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
1250,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1251,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1252,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
1253,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1254,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1255,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
1256,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
1257,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
1258,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1259,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1260,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1261,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
1262,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1263,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1264,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1265,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1266,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1267,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1268,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1269,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1270,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1271,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1272,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1273,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True
1274,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1275,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True
1276,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1277,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1278,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1279,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
1280,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True
1281,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
1282,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
1283,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1284,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1285,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1286,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1287,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
1288,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1289,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
1290,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1291,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1292,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1293,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1294,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1295,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1296,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1297,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1298,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1299,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1300,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
1301,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1302,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1303,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1304,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
1305,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
1306,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1307,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
1308,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1309,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1310,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1311,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1312,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1313,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1314,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1315,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1316,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1317,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1318,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1319,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
1320,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1321,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1322,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1323,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1324,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
1325,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1326,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1327,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1328,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
1329,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True
1330,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True
1331,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1332,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
1333,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1334,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1335,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1336,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1337,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1338,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1339,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1340,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1341,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1342,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True
1343,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1344,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1345,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1346,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1347,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1348,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1349,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
1350,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1351,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
1352,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1353,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True
1354,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1355,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1356,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1357,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True
1358,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1359,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1360,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1361,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1362,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1363,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1364,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1365,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1366,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,True
1367,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1368,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1369,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1370,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1371,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1372,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
1373,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1374,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
1375,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1376,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
1377,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
1378,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1379,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
1380,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
1381,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1382,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1383,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1384,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1385,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1386,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1387,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1388,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True
1389,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
1390,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1391,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1392,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1393,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1394,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1395,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1396,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1397,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1398,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True
1399,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1400,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1401,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
1402,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
1403,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1404,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True
1405,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
1406,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1407,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1408,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1409,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1410,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1411,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1412,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1413,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1414,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True
1415,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1416,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1417,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1418,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True
1419,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1420,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True
1421,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True
1422,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
1423,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
1424,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True
1425,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1426,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
1427,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True
1428,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1429,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
1430,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1431,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1432,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True
1433,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True
1434,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1435,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1436,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1437,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
